IRIS;COM;DISP_Q113;DISP_MED13;DISP_Q313;DISP_EQ13;DISP_PTSAC13;DISP_PBEN13;DISP_PPEN13;DISP_PPAT13;DISP_PPSOC13;DISP_PIMPOT13
452340803;45234;11152,63158;15622;21133,5;0,638898247;56,6;1,1;36,6;7,5;11,2;-13
452340901;45234;11765,55556;15234,58333;19820;0,528694764;63,6;0,7;28,7;6,2;12,6;-11,8
452341001;45234;13386;17798,94737;23936,5;0,592759773;71;3,4;24,6;8,1;8,5;-15,6
452341002;45234;14720;19778;26543,80952;0,597826349;71;2,2;28,7;8,5;6,1;-16,5
452341101;45234;16509;21747,61905;29879,52381;0,614804029;79,7;6,6;20,5;10,2;4,3;-21,3
452341102;45234;15905,85714;22987,5;33608,57143;0,770101763;64;6,8;30,6;17,7;3,7;-22,8
452341103;45234;14971;20766,25;29287;0,689387829;73,7;4,8;25,4;9,8;5,2;-18,9
452341104;45234;17332;24062,66667;33835;0,685834211;72,2;7,9;24,3;12,2;3,9;-20,5
452341201;45234;16165;21984;30352,33333;0,645348132;66;7;30,9;13,6;4;-21,5
452341202;45234;14048,09524;19296,66667;26701,66667;0,655738716;69,7;2,8;28,8;9,3;6,6;-17,2
452341203;45234;15795,5;21483;29394,83333;0,633027665;66,5;3,2;31,9;10,5;5;-17,1
452341204;45234;17266;24452,66667;32475,33333;0,621990785;64,8;3,7;34,4;14;3,4;-20,3
452341301;45234;13434;17804,5;24623,83333;0,628483436;74,9;4,7;22,4;6,7;7,7;-16,4
452341401;45234;15007;20978,97959;30115,71429;0,720183468;69,1;6,1;26,1;13,4;5,4;-20,1
452341501;45234;15347;19872,85714;26353;0,553820717;65,5;3,3;34,3;9,9;4,8;-17,8
452341502;45234;16110,7;20086,4;26242,42424;0,504407173;69,8;2,9;29,3;8,2;6,1;-16,3
452341601;45234;12863,47826;16621,11111;23934;0,666051846;56,5;1,5;38;10;9,3;-15,3
452341701;45234;18025,2;25084,38095;33511;0,617348302;77,4;4,7;23,9;10,8;3,5;-20,3
452341702;45234;18164;23482,91667;30142;0,510072925;77,7;3,8;24;10,1;3,4;-19
452341703;45234;15508,33333;20479;27305,33333;0,576053518;79,7;2,8;22,1;8,2;5;-17,8
452341801;45234;9940,384615;13547,94118;18162;0,60685349;64,2;0,3;24;4,5;17,5;-10,5
452341901;45234;9688;12176,15385;14705,33333;0,412062249;;;;;;
452341902;45234;9609,411765;12446,4;15356,66667;0,461760421;;;;;;
452342001;45234;9516,25;12607;16617;0,563238677;66;0,4;17,2;2,6;22,6;-8,8
452342002;45234;10410,96774;13263;17160,47619;0,508897568;;;;;;
452342101;45234;18580,66667;24968,09524;31986,95652;0,536936828;59;1,6;44,6;10,6;3;-18,8
452342102;45234;20324,28571;26805,35714;35983;0,584163613;57,2;2,4;45,7;11,9;3;-20,2
452840101;45284;14128,3871;18265,22222;23405;0,507883933;77;1,3;22,9;5,8;7,4;-14,4
452840102;45284;14940,95238;20533;28234;0,647399192;67,7;1,2;31,2;13,6;5,3;-19
452840201;45284;15535;21192,57692;28864,66667;0,628978095;76,8;4,6;22,6;9,2;5;-18,2
452840202;45284;12121,37931;17013;22777,33333;0,626341858;72,6;1,6;23,6;6,6;9,9;-14,3
452840203;45284;16859,16667;21981,93548;28762,66667;0,541512826;65,2;3,4;35;9,1;4,2;-16,9
452840301;45284;19370,47619;24601,5;30282,66667;0,443557932;73,6;7,8;28,4;8,5;2,5;-20,8
452840302;45284;16245,58824;21348,42105;27451,90476;0,524924841;77,2;4,5;21;8,1;5,8;-16,6
452850103;45285;16761,30435;21821,25;27739,2;0,503082805;74,5;2,3;26,8;8,3;4,8;-16,7
452850104;45285;16260;21134;26457;0,482492666;64,6;3,1;35,9;9,1;3,9;-16,6
452850105;45285;8584,540741;11146,33333;14465;0,52756894;55,8;0,6;21,4;2,5;26,3;-6,6
452850106;45285;12981,25;17519,33333;22701,33333;0,554820389;72,2;1,4;26,9;5,5;7,6;-13,6
452850107;45285;15113,10345;19497,14286;24941,2;0,504078809;67,6;3,1;30,7;8,7;5,8;-15,9
452850108;45285;12847,85714;16727,61905;22050,47619;0,550145183;62,2;1,2;35;5,6;8,9;-12,9
453020101;45302;14948;20278,5;27115,71429;0,600030292;67,7;2,3;31,2;8,2;6,2;-15,6
453020102;45302;13400,43478;17159,2;22786;0,54696986;75,1;1,4;21,5;5,4;10;-13,4
453020103;45302;16491,93548;21287,22222;26896;0,48874693;62,6;0,9;38,8;8,5;3,8;-14,6
453020104;45302;17316,25;22215,33333;28691,90476;0,512063204;72,5;3,2;27,7;8,8;4,3;-16,5
453020105;45302;18179,31034;22756;28904,4;0,471308211;73,6;4,3;26,6;8,8;3,7;-17
453020106;45302;14758,75;20779,16667;27401,90476;0,608453407;69,5;1,4;30,8;9,1;5,7;-16,5
460420101;46042;13789,5;19638;29070;0,778108769;45,1;6,4;43,6;15,6;6,8;-17,5
460420102;46042;14975,5;20785,33333;30035;0,724525306;47,2;9,2;41,5;15,7;4,7;-18,3
460420103;46042;12089;18479;27130,55556;0,813981036;46,8;4,9;40,1;16,4;8,7;-16,9
460420104;46042;11870,43478;15953,33333;22724,8;0,680382274;59,4;9;26,1;10;11,2;-15,7
460420201;46042;12043;17437,69231;24308;0,703361419;48,8;3,4;42;10,8;9,6;-14,6
460420301;46042;15827,24138;20890;26634,66667;0,517349224;61,5;4;36,5;10,4;4,4;-16,8
460420401;46042;14841,33333;20074;27286,66667;0,619972767;57,2;7;34,2;13,5;5,1;-17
460420501;46042;14882,30769;20318,66667;27224;0,607406604;59,6;6,6;33,4;12,6;5,3;-17,5
470010101;47001;12636;17506,66667;26369;0,784444021;54,6;9,4;31;13,9;8,8;-17,7
470010102;47001;13880;18341,37931;24800;0,595375071;59,9;4,7;34,9;8,6;7,3;-15,4
470010103;47001;13988,88889;18536;25295;0,609954203;62,9;4,4;31,6;10,8;6,7;-16,4
470010104;47001;9686;12552,66667;16172;0,516702958;50,7;0,7;29,7;5,1;23,2;-9,4
470010105;47001;12845;18165;24070,47619;0,617972815;62,7;2,3;31,1;10;8,6;-14,7
470010107;47001;14436;20269;28541;0,695890276;68,7;7,8;24;12,7;5,9;-19,1
470010108;47001;11434,28571;16265;22387,22222;0,673405257;59,9;16,4;20,2;8,5;10,2;-15,2
470010109;47001;14849;20266;28419,44444;0,669616325;61,1;12,1;27,9;13,6;4,6;-19,3
470010110;47001;13653,80952;18042,22222;24174;0,583087291;65,5;4,5;29,2;8,7;7,6;-15,5
470010112;47001;11649,6;16181;21689;0,62044373;52,8;2;36,4;9,1;11,8;-12,1
470010113;47001;12075,33333;16594;23823;0,707946647;53;5,9;33,5;10,7;11,3;-14,4
470010114;47001;12573;17449;25845;0,760616654;59;7,9;28;11,4;10,2;-16,5
470010115;47001;11608,66667;15548;22108;0,675285138;56,7;5,9;26,5;12,9;13,3;-15,3
471570101;47157;12290,47619;16374,7619;22784;0,640835199;53,9;7,6;33,1;11,5;9,4;-15,5
471570102;47157;14013,33333;18689,04762;24374;0,554371035;51,5;5,5;41;11,2;5,4;-14,6
471570103;47157;10367,33333;13871,29032;19213;0,637696023;44;3;39,3;9,9;14,5;-10,7
471570104;47157;16270,41667;20928,66667;26764,28571;0,501411256;52,9;8,4;38,3;15,1;2,8;-17,5
471570105;47157;12215;16428;22238;0,610116874;53,5;9,4;31,2;11,2;10,2;-15,5
471570106;47157;11645,2;15870,66667;20672,66667;0,568814585;57,8;4;29,8;11,5;10,7;-13,8
471570107;47157;13027,77778;17414,66667;23520,66667;0,60253171;50,9;8,7;37,6;9,9;7,6;-14,7
471570110;47157;15182,66667;20208,33333;26381;0,55414433;55,7;7,2;37,9;11,2;4,5;-16,5
473230101;47323;10816,11111;15181,08108;20547;0,640987874;47,3;4,4;35,1;14,1;13,3;-14,2
473230102;47323;12445,6;16283,04348;21281;0,542613548;51,8;3,4;38,6;8,6;10,2;-12,6
473230103;47323;12835,5;17338;23478,66667;0,613863575;47,7;5,7;39,8;13,5;8,7;-15,4
473230201;47323;12628;17404,13333;23764,66667;0,639886311;50,6;4;41,8;11,1;7,1;-14,6
473230202;47323;15472,5;20757,14286;27597,16667;0,584120211;47,2;9,1;40,5;18,7;3,8;-19,3
473230301;47323;11379;15557,14286;20730;0,60107438;51,6;5,2;35,1;10,7;11,1;-13,7
473230302;47323;12911,11111;17007,6;22300,66667;0,552079985;52;5,5;39,3;9,7;7,1;-13,6
473230303;47323;13446,92308;17976;22944,66667;0,528356898;47,6;4,7;44,8;10,5;6,3;-13,9
473230401;47323;15449,52381;20318,46154;26802,22222;0,558738091;54,8;8,9;35,6;15,6;3,2;-18,1
480950101;48095;17214,7619;21238,09524;26918,09524;0,456883408;76;4;22,3;11,6;3,6;-17,5
480950102;48095;18773,47826;23357,82609;30549,09091;0,504139923;60,3;9,4;32,5;15,3;2,3;-19,8
480950103;48095;13802;17575;23530,66667;0,553551446;65,1;7,1;27;8,8;7,4;-15,4
480950104;48095;15633,33333;20244,7619;26108;0,517401327;57,1;8,1;35,2;12,5;4,2;-17,1
480950105;48095;12083,33333;16180;21522,22222;0,583367669;69;2,5;24,8;6,6;10,3;-13,2
490070101;49007;14688;19907;30210;0,779725725;69,1;11,3;21,3;12,6;5,7;-20
490070102;49007;14009;19061;26278;0,643670322;51,2;4,2;44,4;12,3;5,4;-17,5
490070103;49007;15014;20687,33333;28755,33333;0,664238987;67,4;7,6;28,4;9,6;5,6;-18,6
490070104;49007;15698;22320;31176,66667;0,69348865;63,6;10,2;28,2;13,5;4,6;-20,1
490070105;49007;15298;23022;35399,23077;0,873131386;65,4;9,4;23;22,7;3,9;-24,4
490070106;49007;13049,44444;17862,66667;23638,66667;0,592813068;75,4;4,7;19,5;8,4;8,8;-16,8
490070107;49007;14353;20694,5;32029,33333;0,854156096;62,9;11,8;27,5;15,9;4,5;-22,6
490070108;49007;13601;19168,75;27529,5;0,726625367;48,3;4,6;45,1;11,9;7,3;-17,2
490070109;49007;16743,68421;24556;37709;0,853775688;48,6;11;39,7;21,4;3,2;-23,9
490070110;49007;21761,90476;30015,66667;42940,90909;0,705598332;58,9;18,2;27,6;18,1;2,6;-25,4
490070202;49007;15936;20709,6;28488;0,606095724;74,2;6,8;22,8;8,9;5,4;-18,1
490070203;49007;11194,64286;15867;21759,33333;0,665827849;57;2,6;33;8,6;12,4;-13,6
490070204;49007;16753,88889;21798;28740;0,549872058;74;7,3;22,9;9,2;4,6;-18
490070301;49007;18491;26813,33333;37221;0,698533068;65,4;11,8;27,9;14,4;3,4;-22,9
490070302;49007;16339;21923,33333;29562;0,603147332;66,8;6,7;28,2;12,4;4,8;-18,9
490070303;49007;17361;23047,33333;30901,33333;0,587501085;62,2;7,8;34,2;10,7;3,6;-18,5
490070304;49007;15360,71429;20750,66667;28696,25;0,642655772;68,2;6,6;28,3;8,7;6,2;-18
490070401;49007;19271;26032,66667;36305,33333;0,654344541;57,9;12,4;33,2;16,4;2,8;-22,7
490070402;49007;19890,30303;27060;38690,35714;0,694754402;57,9;19;30,6;13,2;2,6;-23,3
490070403;49007;12051;16415,41667;22533,75;0,638591771;61,8;3,5;27,1;9,7;12,2;-14,3
490070404;49007;11856,57895;16388;22138,5;0,627405483;60,6;3,3;31,3;5,9;11,8;-12,9
490070405;49007;15450;21513,33333;28863,33333;0,623489309;71,7;7;24,5;9,6;5,4;-18,2
490070406;49007;15920;20399,16667;28453,33333;0,614404183;58,3;4,3;40;9,7;4,4;-16,7
490070407;49007;17326;22515,71429;30800;0,598426496;75,6;4,7;24,1;9;4,5;-17,9
490070501;49007;12441,25;16166,11111;20734,72222;0,513015911;67,2;1,8;26,4;5,3;12;-12,7
490070502;49007;10792,77778;15936;21473;0,670194668;66,7;2,5;24,5;5,8;13,7;-13,2
490070503;49007;11496,25;15536;19725,33333;0,529678381;64,3;1,3;26;4,1;15,1;-10,8
490070504;49007;10124,66667;14041;19347,33333;0,656838307;55,2;3,5;28,1;4,6;19,3;-10,7
490070601;49007;13396;18914,66667;25138,33333;0,620805724;68,3;4,7;30,8;6,8;6,6;-17,2
490070602;49007;12323,91304;17248,75;23358,57143;0,639736699;66,4;5,7;25,2;7,3;10,7;-15,3
490070603;49007;15377,5;19808;26083,07692;0,540467333;68,2;3,9;30,9;7,8;5,9;-16,7
490070605;49007;17177,33333;22766,52174;29115,33333;0,524366442;77,1;3,8;25;8,1;3,8;-17,8
490070701;49007;14211,66667;18924,25;24440,66667;0,540523403;78,6;5,2;18,6;6,1;8,2;-16,7
490070703;49007;14696,19048;19358,75;24557,33333;0,509389442;66,9;4,7;28,4;7;7,8;-14,8
490070704;49007;14274,23077;18929,44444;25636;0,600216729;75,7;6,5;21,8;5,4;7,3;-16,7
490070707;49007;11510,83333;16060,47619;20739;0,574588609;77,3;1,5;15,6;3,4;14,1;-11,9
490070802;49007;13049,44444;18070;23355;0,57031298;68;1,9;27,9;7,1;9,5;-14,4
490070803;49007;10831,5;15044;18988;0,542176283;;;;;;
490070804;49007;12426,19048;16593,21429;20254,7619;0,471793547;63,8;0,8;32,2;4,9;10,4;-12,1
490070805;49007;9401,875;11947,22222;15744;0,530845152;;;;;;
490070806;49007;10966,8;14820;20867;0,66802969;54,8;1,5;33;6,5;16,1;-11,9
490070901;49007;15679,33333;20463,47826;25528,66667;0,481312766;66,5;4,9;31;7,6;5,4;-15,4
490070902;49007;14581,33333;18112,5;22436,66667;0,433696802;68,5;1,9;31,2;6,7;5,7;-14
490070903;49007;12623,75;16313,33333;21306;0,532218022;66,5;4;25,7;5,8;11,1;-13,1
490070904;49007;12146,95652;17876;24744;0,704690282;63,3;6,3;28,5;7,6;10,1;-15,8
490071001;49007;13928,09524;18402,66667;23964,66667;0,545386797;62,2;3,4;32,6;8,3;8;-14,5
490071002;49007;14267,77778;19913;27096,5;0,644238549;69,3;2,8;28,9;8,7;6,8;-16,5
490071003;49007;14177;18326;24862,66667;0,583087781;68,6;4,2;26,3;8,1;7,7;-14,9
490071103;49007;15701;20388,5;25759;0,493317311;60,2;1,5;41,8;7,9;4,1;-15,5
490071104;49007;13488,42105;19028,62963;25003,80952;0,605161207;57,5;3,9;37,5;8,9;7,7;-15,5
490071105;49007;13523;16668;20707;0,43100552;59,6;1,4;38,2;5,7;7,5;-12,4
490071106;49007;9604,583333;12669;16846;0,571585497;59,4;0,5;20,5;2,9;25,2;-8,5
490071107;49007;9377,931034;12099,09091;15845;0,534508668;50,1;0,4;25,9;2,7;28,1;-7,2
490071111;49007;18995;23887;30590,66667;0,485438384;40,4;2,8;59,3;12,9;2,3;-17,7
490071113;49007;10916,66667;14629;18408;0,512087862;;;;;;
490071201;49007;13507;17173;21329,52381;0,455512945;78,3;1,2;19,7;4,3;9,6;-13,1
490071202;49007;17363;23431,11111;31061,15385;0,584613926;71;6,4;29,5;8,7;3,5;-19,1
490071203;49007;16381,25;21266,66667;27791;0,536508621;88,4;5,8;10,9;6,1;6,2;-17,4
490150101;49015;13751,25;18691,30435;24698,66667;0,585695704;57;4,5;38,3;7;7,7;-14,5
490150102;49015;18702;23910,55556;31136,93333;0,52006041;48,8;3,1;49,1;14,1;3,1;-18,2
490150106;49015;16678;21239,25;27851,33333;0,526070051;57,3;2,3;41,1;10,4;4,3;-15,4
490150108;49015;19878,09524;24359,23077;32450,66667;0,51613171;74,2;5,7;26,5;9,3;3;-18,7
490150110;49015;16279;21104,66667;27478,66667;0,530672521;69,3;3,1;29,8;9,7;5,4;-17,3
490150111;49015;20213,33333;26725;36668,66667;0,615728095;49,4;9;45,7;15,5;2;-21,6
490990101;49099;16586,5;21249,13043;28070,95238;0,540466934;68,2;8;27,6;11;3,7;-18,5
490990102;49099;15602;20508,66667;28493,33333;0,628579787;54,8;7,2;37,6;15,3;4;-18,9
490990201;49099;9125,555556;12172;15035,55556;0,485540585;;;;;;
490990202;49099;16908;21432,85714;28463,33333;0,539141061;64,3;9,6;30,8;11,3;3,5;-19,5
490990301;49099;17365,66667;22208;29844,16667;0,561892111;69,1;8,7;27,2;12,3;3,3;-20,6
490990401;49099;17146,2069;22786,66667;32492,77778;0,673489067;72,1;13,9;20,6;11,8;3,8;-22,2
490990402;49099;14505,6;19839;27496,8;0,654831393;69,3;8,9;23,1;11,5;4,9;-17,7
490990501;49099;16665,71429;20520,97561;25784,7619;0,444376905;62,6;6,2;32,5;11,1;3,9;-16,3
490990601;49099;15484;19370,55556;23913;0,435144979;68,1;2,9;31,9;7,2;4,7;-14,8
490990602;49099;11787,33333;15920,55556;20315,83333;0,535691105;57,5;4,5;34,9;6,1;10,1;-13,1
490990603;49099;15390,625;19800,66667;25955,33333;0,533553163;56;4,2;41,4;10,8;4;-16,4
490990701;49099;15800,38462;19500,66667;23932,66667;0,417025848;72,3;1,6;29,2;6,3;4,9;-14,3
490990702;49099;16125;20129,33333;25898;0,485510366;66,3;4,7;30,2;10,8;5;-17
490990801;49099;14661,11111;18772;23563,6;0,474242962;66;6,6;27,8;9,6;6,1;-16,1
490990802;49099;16003,84615;20022,5;25562;0,47737065;56,2;7,3;37,6;10;4,4;-15,5
490990901;49099;17039,13043;21467,5;27092,8;0,468320464;69,3;4,6;29,6;9,7;4,3;-17,5
490990902;49099;9741,111111;12667,3913;16123,33333;0,503830826;;;;;;
490990903;49099;15391,66667;19186,92308;23880;0,44240201;56,2;1,6;43,2;7,4;5,5;-13,9
490991001;49099;14645;18474,66667;23513,92857;0,480058922;61,9;3,3;36;7,1;6,3;-14,6
490991002;49099;13574;17908;22910,5;0,521359169;57,9;2,7;37,9;7,3;8,2;-14
490991101;49099;17323,04348;20799,61538;26365,33333;0,434733513;68,9;7,2;25,3;11,8;3,8;-17
492460101;49246;14612;19782;26084;0,57992114;61,1;4,3;34,6;10,1;5,9;-16
492460102;49246;14694;19086,25;24360,66667;0,50647281;55,6;2,7;41,3;8,3;6,2;-14,1
492460103;49246;17603;22134,28571;28889;0,509887698;52,8;4,6;46,2;10;3,4;-17
492460105;49246;15320;20113,80952;25835,33333;0,522791733;69,8;6,9;24,9;9,1;5,9;-16,6
492460110;49246;17810,66667;22015,65217;27552,66667;0,442503357;74,1;5,2;24,9;9;3,6;-16,8
493280101;49328;13866,5;18017;24660;0,599073098;60,5;10,5;29;10,7;7;-17,7
493280102;49328;15176;20122,85733;29354;0,704571909;48;6,8;44,3;13,5;5,2;-17,8
493280103;49328;12632;16772,38095;22247,33333;0,573283743;51,2;4,7;38,6;9,4;9,6;-13,5
493280104;49328;12167,82609;16423,33333;22244;0,613527943;50,5;2,7;42,4;7,1;10,2;-12,9
493280105;49328;9820;13435,27778;17707,5;0,587073831;47,4;0,6;37,6;3,8;19;-8,4
493280107;49328;16088,4;20373,33333;26734;0,522526178;59,6;2,7;40,7;9,1;3,7;-15,8
493280108;49328;16447;21471,66667;27681,66667;0,523232166;59,1;5,9;34,2;15,3;3,9;-18,4
493280109;49328;14660;18909,16667;23893,33333;0,488299326;56,5;3,1;40;8,2;5,8;-13,6
493280110;49328;14545,17241;19207,6;24700;0,528687998;58,5;12,6;30,9;8,9;4,1;-15
493280114;49328;15626,66667;19852;26226,66667;0,533951239;58,6;5,9;36,9;10,6;4,4;-16,4
493530101;49353;11880;16441;21463,5;0,5829025;64,2;1,9;29,3;4,6;11,7;-11,7
493530102;49353;13565,33333;17724,44444;21991,33333;0,475388666;60,1;3,1;34,1;6,9;8;-12,2
493530104;49353;15851,33333;20093,33333;24359,46429;0,423430538;77,9;4,2;19,9;5,1;6,8;-13,9
493530110;49353;16460,86957;20680,66667;25878,66667;0,455391369;76,2;4,3;23,1;6,7;5;-15,3
501290101;50129;14223,5;19669,44444;28294,22222;0,715359413;63,6;10,6;25,7;13,9;6;-19,8
501290102;50129;13632;17537;22424;0,501340024;41,5;3,1;50,9;9,3;8,6;-13,4
501290103;50129;14791,33333;21651;32003,07692;0,794962985;68,1;10,6;23;12,7;5,6;-20
501290201;50129;16840,95238;23311,53846;32687,85714;0,679788028;71,1;11;22,3;12;4,3;-20,7
501290202;50129;11993;17351;25520;0,779609244;65,3;5,1;26,5;6,4;11,6;-14,9
501290203;50129;15961,66667;20735;28195,2;0,589994373;67,3;7;28,2;9,5;5,3;-17,3
501290301;50129;11538;16131,2;21302;0,605286649;;;;;;
501290302;50129;12517,14286;16658,66667;21684;0,550275561;64,6;4;28,4;5,3;10,9;-13,2
501290401;50129;14756;20511,33333;27899,16667;0,640775831;65,3;7,7;29,9;8,8;5,7;-17,4
501290402;50129;14060;18663;24000;0,532604619;64,4;3,5;32,5;6,8;7,6;-14,8
501290403;50129;11491;15113,91304;19367,33333;0,521131312;65,9;1,3;24,7;3,2;15,5;-10,6
501290501;50129;8812;11740,76923;14960,66667;0,523702199;;;;;;
501290502;50129;9663,913043;13547,61905;18413;0,645802552;;;;;;
501290503;50129;9279,047619;12108;15503;0,514036371;;;;;;
501290504;50129;10803,88889;14236;19319;0,598139303;46,7;2;39,1;5,1;17,5;-10,4
501290601;50129;14942,8;19287,16667;24635,83333;0,502563881;66,7;4,6;30,3;6;6,9;-14,5
501290602;50129;15488,33333;20350;26992;0,565290745;62,7;4,5;35,9;7,8;4,9;-15,8
501290603;50129;14362;18690;24225,33333;0,527733191;66,6;3,1;31,5;7,1;6,8;-15,1
501290604;50129;19772,4058;24380,83333;30588,08511;0,443614013;67,6;4,4;35,6;9;2,3;-18,9
501730501;50173;17046;21196,66667;27025,2;0,470791005;68,3;4,2;32,8;7,9;3,4;-16,6
501730502;50173;14449,2;19093;25351;0,57098413;59;3,3;37,1;6,7;7,4;-13,5
501730601;50173;16512,5;21536;27630,84507;0,51626788;63,9;3,3;37,3;6,7;4,7;-15,9
501730602;50173;16990,5;21687,69231;27164;0,469090941;71,4;0,8;34,5;5,8;3,7;-16,2
501730701;50173;14365,18519;18888,33333;24318;0,526929223;70,1;1,8;30,5;4,8;7,1;-14,3
501730702;50173;13798,66667;17830;22417,33333;0,483380071;81;2,6;17,9;3,1;8,9;-13,5
501730703;50173;14536,66667;18269,5;22330,66667;0,42661266;80,1;2,9;19,1;3,9;7,7;-13,7
501730801;50173;17968,66667;22872,5;28796,66667;0,47340693;73,8;4,5;28,4;7,2;3,3;-17,2
502180101;50218;13715;18913,33333;27362,14286;0,721562012;37,5;9,6;50,6;15,1;5,4;-18,2
502180102;50218;14826;19351,33333;25672;0,560478175;43,1;4,1;49,7;15,7;4,7;-17,3
502180103;50218;14845;20310,64516;28868;0,690426123;40,6;7,4;49,5;16,3;4,5;-18,3
502180201;50218;16555,83333;20535;26096,66667;0,464613262;49,6;4,2;47,7;11,9;3,6;-17
502180203;50218;11295,33333;14322;17631,33333;0,442396313;44,5;0,7;38,7;3,8;20,3;-8
502180204;50218;16506,92308;20205,83333;26615;0,500255384;45,3;6,6;50,3;11,3;3,1;-16,6
505020102;50502;11559,44444;16094,66667;21969,33333;0,646791208;58,5;5,7;29,8;7,1;12,4;-13,5
505020103;50502;15414,66667;20435,33333;26376,66667;0,536423841;61,3;5,3;35,5;9,3;5;-16,4
505020201;50502;15947,6;20747,4;26522,66667;0,509705634;68,8;7,1;26,5;10,6;4,9;-17,9
505020202;50502;13991,53846;19289;25454,28571;0,594263427;60;4,2;34,8;9,7;7;-15,7
505020301;50502;12597,43478;17133,91304;22158,14815;0,55799941;57,3;2,9;37,4;6,6;8,9;-13,1
505020302;50502;11659,52381;15734;20357,22222;0,552796391;55,8;0,7;36,1;6;12,7;-11,3
505020303;50502;15577;19985;25140,66667;0,47854224;60,5;1,5;41,5;6,2;4,8;-14,5
506020101;50602;14640;19026,66667;25423,33333;0,566748423;63,1;3,4;35;8,1;5,8;-15,4
506020102;50602;17416,45161;22140,47619;27772,38095;0,467737426;65,6;5,5;32,7;9,4;3,5;-16,7
506020201;50602;12595;15779;19396;0,431015907;;;;;;
506020202;50602;14970,55556;19756;25609,5;0,538517131;63,1;4,1;34,7;6;6,7;-14,6
506020203;50602;14250,86957;18188,07692;22782;0,469050712;67,3;2,8;30,6;4,7;7,3;-12,7
506020301;50602;16766;21432,77778;26754;0,46601519;70,5;4,7;29,8;7;4;-16
506020302;50602;15512,77778;19720,76923;24434;0,45237699;62,1;2,3;36,9;6,2;6,4;-13,9
511080102;51108;15195,65217;18762,66667;23220;0,427676298;87,4;1,3;16,4;4,5;5,9;-15,5
511080103;51108;16565;21192,8;28430;0,559859952;67,4;8,2;30;11;3,3;-19,9
511080104;51108;11693,07692;15393;19790,5;0,526045805;;;;;;
511080105;51108;16597,22222;21059;27552,66667;0,520226243;70,5;5,9;29,9;9,5;3,1;-18,9
511080202;51108;10970;13954;17995;0,503439874;62,5;1,3;28,8;3,1;14,9;-10,6
511080203;51108;13453,84615;17755;22216;0,493503455;71,1;2,3;27;5,2;8,7;-14,3
511080204;51108;17008;21461,80952;27320,44444;0,480502095;69,7;2,1;34,9;7,1;3,5;-17,3
511080301;51108;11534,64286;15285,65217;21827;0,673334512;;;;;;
511080302;51108;10848,57143;14281,90476;19393;0,598269539;62,8;1,4;28,5;4,3;14,1;-11,1
511080303;51108;10629;14622,85714;19218,66667;0,587413703;59,7;1,8;29,2;4,5;15,6;-10,8
511080304;51108;11474,61538;16297;21543,33333;0,617826468;73,1;2;22,7;4,2;11,4;-13,4
511080401;51108;13692;19976,66667;28576,66667;0,74510262;67,3;9,7;25,7;13,1;5,7;-21,5
511080402;51108;13201,33333;18670,37037;25116,66667;0,638194803;75,1;8,9;19,7;6,6;7,5;-17,8
511080403;51108;16084,5;21300,66667;28701,66667;0,592336703;71,6;12,1;22,3;11,5;3,8;-21,3
511080501;51108;17138;22380;30757,82609;0,608571318;60,9;6,8;37,6;12;2,7;-20
511080502;51108;10351,30435;14055,5;19350;0,640225937;61;3;28,8;5,2;14,9;-12,9
511080503;51108;10332,75862;13910,66667;18718,5;0,602828145;;;;;;
511080601;51108;13455,93333;18282;24723,33333;0,616311126;61,3;1,9;38,2;7,1;7,4;-15,9
511080602;51108;14519;17954,44444;22326,08696;0,434827543;68,9;0,6;33,9;4,6;5,7;-13,7
511080603;51108;15550;20107,08333;25614,66667;0,500553288;64,4;1,7;38,7;6;4,4;-15,2
511080604;51108;17443;20330,66667;24772,77778;0,360528157;;;;;;
512300101;51230;14731,20833;19649,44444;25681,33333;0,557274025;72,5;6,1;24,5;10,2;5,2;-18,5
512300102;51230;16774;22064,64286;29477,33333;0,575732561;61,8;11,7;31,4;13,2;3,1;-21,2
512300201;51230;13875;17895,71429;23095;0,515207153;63,9;5,3;32,2;7,2;6,8;-15,4
512300301;51230;14189;18400;25134;0,594836957;56,5;9;34,5;13,7;5,6;-19,3
512300302;51230;14786;20224;27858,5;0,646385483;66,2;7,5;28,5;12,5;5,2;-19,9
